,index,content,score,sentiment,preprocessed
443,3443,Kenapa fitur konversi saldo kecil ke TKO masih blm bisa... Sampai kapan.....,4,positive,fitur konversi saldo tko
444,3444,Tambahin withdraw make gopay dong min jd lengkap bisa kayak apl yg lain lain. Entar kalau uda ada wd pake gopay saya kasih bintang 5,4,positive,withdraw make gopay min lengkap kayak apl wd pakai gopay kasih bintang
445,3445,Apaan mau daftar masukin kode verifikasi email salah mulu. Sampe di copas juga salah.,4,positive,daftar kode verifikasi email salah mulu copy paste salah
446,3446,Exchance yang simpel ui nya dan keamanan saldo terjaga,4,positive,exchance simpel oi aman saldo jaga
447,3447,"Aset yang kecil belum bisa d konversi menjadi TKO, jd sy kasih bintang 4 dulu",4,positive,aset konversi tko kasih bintang
448,3448,"Tolong convert saldo kecil ke tko diperbaiki, gabisa terus",4,positive,tolong convert saldo tko
449,3449,"Simple buat pemula rekomen,fee trading juga murah",4,positive,simple rekomen fee trading murah
450,3450,"Min boleh ditambahin ga menu withdrawnya pake e-wallet gitu, kaya dana, shopeepay, ovo, gopay. Kalau boleh ditambahin ya min, soalnya saya kalau ke rekening bank agak ribet min kalau tarik saldo. Mohon untuk responya ya😁👍🙏🙏🙏",4,positive,min ditambahin menu withdrawnya pakai wallet kayak dana shopeepay ovo gopay ditambahin min rekening bank ribet min tarik saldo responya
451,3451,Saat Veryfikasi selalu kluar bacaan Sistem Error,4,positive,veryfikasi baca sistem error
452,3452,kenapa kalo pengen top up selalu lama masuk saldonya ?,4,positive,top up saldo
453,3453,"Kenapa konversi ke tko nya di hilangkan,coin sya mengendap 2rb di tiap coin x 5 coin aja 10rb ka syg bet mhon bantuannya biar klo ada koin kecil itu bsa di bidr kan terimakasih ka",4,positive,konversi tko hilang coin endap ribu coin coin ribu kakak sayang banget mhon bantu biar koin bidr terima kasih kakak
454,3454,Tolong.klo mau suspend di informasikan dulu biar kita pas mau tarik pas butuh kgk kecewa karena suspend terlalu lama,4,positive,tolong suspend informasi biar pas tarik pas butuh kecewa suspend
455,3455,"Saldo kecil konversi ke TKO kenapa tidak bisa,,,, lumayan kalau dikumpulin saldonya nganggur...",4,positive,saldo konversi tko lumayan dikumpulin saldo anggur
456,3456,Saya pengguna baru.. Tidak bisa verif wajah.. Bagaimana ya cara nya.. Terimakasih info nya,4,positive,verifikasi wajah terima kasih info
457,3457,Sangat baik tdk terlalu sering upgrade Trmksh toko crypto,4,positive,tingkat terima kasih toko crypto
458,3458,"Yang jadi masalah kenapa gak ada pin sebelum masuk, kalo hp ilang dan diambil orang bahaya bisa ilang juga uang kita",4,positive,pin handphone hilang ambil bahaya hilang uang
459,3459,"Bintang 4 dulu deh , masa iya pesanan dari semalam, sampai siang belum selesai juga",4,positive,bintang deh iya pesan malam siang selesai
460,3460,Sangat membantu untuk wd dan sangat kecil biaya potonganya,4,positive,bantu wd biaya potonganya
461,3461,perlu ditambah fitur convert saldo coin kecil kaya di binance.,4,positive,fitur convert saldo coin kayak binance
462,3462,Toko crypto bagus sih sangat liquid tp skrang udh ga bisa di akses dr Amerika,4,positive,toko crypto bagus sih liquid akses amerika
463,3463,"Ribet pake google authenticator pas mau narik uang, pas deposit gaada pake google authenticator,, nyangkut 500 disini ganti hp trus kode google nya gaada sekarang gabisa tf atau narik koin, udah ngajuin reset kode google belum ada hasilnya *udah bisa hubungi cs lamgsung di benerin👍",4,positive,ribet pakai google authenticator pas tarik uang pas deposit pakai google authenticator ganti handphone kode google transfer tarik koin aju reset kode google hasil hubung rekan lamgsung
464,3464,"Sering banget kesalahan jaringan terus,",4,positive,banget salah jaring
465,3465,Tolong kedepannya tambahin penarikan ke e wallet jangan cuma depo ke e wallet biar lebih mudah yang nga punya rekening bank .,4,positive,tolong tari wallet depo wallet biar mudah rekening bank
466,3466,Boleh tau kenapa tidak bisa proses verifikasi identifikasi dasar?,4,positive,tau proses verifikasi identifikasi dasar
467,3467,Kenapa di pengaturan bahasa tidak bisa di rubah ke bahasa indonesia ya? Mohon bantuannya? Terimkasih.,4,positive,atur bahasa rubah bahasa indonesia bantu terimkasih
468,3468,Untuk konversi saldo kecilnya kok sekarang gak bisa,4,positive,konversi saldo
469,3469,"Mohon agar bisa perbaiki fitur2 agar pengguna lebih nyaman secepatnya, agar lebih nyaman. Terimakasih",4,positive,fitur nyaman cepat nyaman terima kasih
470,3470,Dear tokocrypto Semua sudah bagus Sy suka trading di tokocrypto Tapi tolong izinkan kami mengambil tangkapan layar agar kami bisa pamer dgn hasil profit nya Pliiiisssss,4,positive,dear tokocrypto bagus suka trading tokocrypto tolong izin ambil tangkap layar pamer hasil profit pliiiisssss
471,3471,Tolong ditingkatkan kelncaran pengunaan aplikasi Saat ini sdh bagus,4,positive,tolong tingkat kelncaran pengunaan aplikasi bagus
472,3472,Tambahkan ewallet untuk penukarannya dong.. selebihnya sudah bagus,4,positive,ewallet tukar bagus
473,3473,Lebih bagus lagi bila semua item bisa dengan nilai rupiah,4,positive,bagus hitam nilai rupiah
474,3474,Saya verifikasi data dan selalu informasi pengiriman kyc nya salah terus Tolong perbantuan nya,4,positive,verifikasi data informasi kirim kyc salah tolong bantu
475,3475,"Penarikan bep20 kok masih gangguan terus? Dah bbrapa hari ini,kapan bisa diperbaiki?",4,positive,tari bep ganggu
476,3476,MANTAP!! saldo kecil sudah bisa ditukar kembali.. 👍🏽,4,positive,mantap saldo tukar
477,3477,"Konversi small balance buruan di fix min, recehan banyak banget ini.",4,positive,konversi small balance buru fix min receh banget
478,3478,Aplikasi taii pas mau verifikasi gagal mulu tiba2 aplikasi berhenti taiiii,4,positive,aplikasi tai pas verifikasi gagal mulu aplikasi henti tai
479,3479,"Verifikasi kenapa lama ya, sudah seminggu lebih masih pending aja",4,positive,verifikasi minggu pending
480,3480,"Sudah didownload aplikasinya tapi tidak bisa terbuka, kenapa ya?",4,positive,unduh aplikasi buka
481,3481,Mungkin bisa di tambahkan fitur ubah koin nominal kecil menjadi TKO. Seperti ubah koin kecil menjadi BNB di app binance,4,positive,fitur ubah koin nominal tko ubah koin bnb app binance
482,3482,"Min Kenapa Konversi Saldo Kecil tidak bisa digunakan lagi, selalu dihentikan? Tambahkan alert harga min, disetiap coin",4,positive,min konversi saldo henti alert harga min coin
483,3483,Saya suka sangat bagus tapi koin andalan saya Eteharium Clasik kenapa tidak tersedia yah,4,positive,suka bagus koin andal eteharium clasik sedia
484,3484,Hallo toko crypto.. Kami mau menanyakan perihal gas fee .. Kami melakukan swap coin busd ke luna dengan biaya ya 182x (Rp.8 ) luna sekian .. Tapi ko saldo kami malah terpotong 200.000 lebih.. Mohon bantuan dan penjelasan nya,4,positive,toko crypto perihal gas fee swap coin busd luna biaya rupiah luna sekian saldo potong bantu
485,3485,Tolong perbaikan fitur konversi,4,positive,tolong fitur konversi
486,3486,"Ditingkat lg dan coin ditambah dong msk dikit amat, tks",4,positive,tingkat coin tks
487,3487,Kenapa daftar registrasi kyc 1 sudah 4 hari belum clear masih tulisan identifikasi sudah di kirim,4,positive,daftar registrasi kyc clear tulis identifikasi kirim
488,3488,Bang kasih 4 dulu soal nya batas penarikan lumayan 250K.. Kalo bisa di kecilin lagi.. Sama perbanyak coin seperti raca dll.. Makasih,4,positive,bang kasih batas tari lumayan kecilin coin raca terima kasih
489,3489,Saya kasih 4 bintang dulu..baru mau donload klw aplikasi nya emang membantu saya kasih 5 bintang ...,4,positive,kasih bintang donload aplikasi bantu kasih bintang
490,3490,Kenapa saya tidak bisa verifikasi KTP?.muncul aplikasi terus berhenti..tolong,4,positive,verifikasi kartu tanda duduk muncul aplikasi henti tolong
491,3491,Sampai sekarang belum bisa mendaftar dan verifikasi,4,positive,daftar verifikasi
492,3492,Ini daftar nya gimana ga ada tulisan daftar,4,positive,daftar tulis daftar
493,3493,"Ini kenapa ya konversi saldo kecil ke TKO udah gak bisa ya? Tolong di perbaiki, agar koin yg saya miliki bisa di konversi ke TKO, lumayan banyak kalau di gabungin. Terima kasih",4,positive,konversi saldo tko tolong koin milik konversi tko lumayan gabungin terima kasih
494,3494,Seenggaknya fe WD lbh kecil. Tapi perbaiki fitur konversi ke TKO nya dong...,4,positive,fe wd fitur konversi tko
495,3495,"Mohon cara registrasi ulang yg benar,karena saya daftar gagal terus.",4,positive,registrasi ulang daftar gagal
496,3496,"Sekarang kalo withdraw ribet baget sih diminta aktifin 2FA tapi waktunya pendek banget, mau withdraw ngak bisa2 jadinya",4,positive,withdraw ribet banget sih aktifin fa waktu pendek banget withdraw
497,3497,"Oke sekarang tko convert nya udh bisa walaupun di batas tiap harinya tpi is't okay, cuma satu lagi yg saya harapkan, tolong dong 2fa nya di matiin klo mau wd, jadi ribet🙏",4,positive,oke tko convert batas is ok harap tolong fa mati wd ribet
498,3498,perbaikan nya lama banget,4,positive,banget
499,3499,Tolong perbaiki saya tidak bisa kyc padahal data dengan ktp sudah sama,4,positive,tolong kyc data kartu tanda duduk
500,3500,ga bisa jual beli dg nominal 0.9 .. harus bulet angka 1.. nyangkut deh saldo token yg di bawah angka 1..,4,positive,jual beli nominal bulat angka deh saldo token angka
501,3501,"Tolong beri pilihan untuk pembayaran gopay di aplikasi dong, aku nyoba di web gak jadi²",4,positive,tolong pilih bayar gopay aplikasi coba web
502,3502,Saya sudah daftar tapi belum terverifikasi sudah 7 hari,4,positive,daftar verifikasi
503,3503,Mau withdraw gagal terus padahal nama rekening udah sama tapi tulisannya blm sama gimana sih,4,positive,withdraw gagal nama rekening tulis sih
504,3504,"Mau transfer usdt kok nga bisa ya , susah x dicoba ntah ke brp x",4,positive,transfer usdt susah coba
505,3505,Tolong penarikan atau widrawnya secepat kilat seperti aplikasi sebelah.. isi juga coin Maker ( MKR ),4,positive,tolong tari widrawnya cepat kilat aplikasi belah isi coin maker mkr
506,3506,"Temen nyaranin apk ini buat investasi, yaaa selama ini gak mengeceww sih",4,positive,teman saran investasi mengeceww sih
507,3507,"Tolong untuk Konversi ke TKO di aktifkan lagi, sayang banyak koin sisa yg jumlahnya lumayan banyak kalo di gabungin.",4,positive,tolong konversi tko aktif sayang koin sisa lumayan gabungin
508,3508,semoga sistem konversi saldo kecil ke tko ada lagi min,4,positive,moga sistem konversi saldo tko min
509,3509,"aplikasinya bagus, mau tanya min bagaimana mengembalikan saldo TKO ke BIDR ? mohon solusi.",4,positive,aplikasi bagus min saldo tko bidr solusi
510,3510,"Belom pernah profit sii Tapi masih percaya sama aplikasi yg satu ini,... Namany juga infes jangka panjang. 🤑🤑🤑",4,positive,profit sih percaya aplikasi nama infes jangka
511,3511,mint knpa mau convert saldo kecil ada tulisan di hentikan,4,positive,mint convert saldo tulis henti
512,3512,"Sampai saat ini masih baik2 saja, proses verifikasi kurang lebih 5 menitan 👍",4,positive,proses verifikasi menit
513,3513,Tidak bisa save kode masuk selalu konfirmasi email,4,positive,save kode konfirmasi email
514,3514,Tingkatkan terus jumlah produk pada pembelian bidr,4,positive,tingkat produk beli bidr
515,3515,"Kasih 4 dulu, soalnyaSaya selalu gagal verifikasi otentikasi, khusu nya yg ambil video buka mulut, kedip mata apakah ada cara lain",4,positive,kasih soalnyasaya gagal verifikasi otentikasi khusu ambil video buka mulut kedip
516,3516,"Halo admin, knpa saya tidak bisa mengkonvesi koin kecil ke TKO? Selalu muncul peringatan ""Konvensi telah dihentikan"". Mohon beri arahan min.",4,positive,admin mengkonvesi koin tko muncul konvensi henti arah min
517,3517,Bintang 5 kalo udah lengkap semua fiturnya,4,positive,bintang lengkap fiturnya
518,3518,"Konversi saldo kecil ke tko masih belum bisa juga,, kenapa yah??",4,positive,konversi saldo tko
519,3519,Min mau nanya.. Ini sudah saya dowmload. Kog ngak bisa diakses ya.. Thanks,4,positive,min dowmload akses terima kasih
520,3520,Untuk konversi saldo kecil ke tko kapan fitur ini bisa digunakan lagi?,4,positive,konversi saldo tko fitur
521,3521,Aplikasi ini mudah dipahami dan biaya withdraw ke rekening bank fee nya kecil,4,positive,aplikasi mudah paham biaya withdraw rekening bank fee
522,3522,"Saya mengikuti double cuan (sandbox) saya mengikuti aturan yang berlaku, bamun saya tidak mendapatkan apapun",4,positive,double cuan sandbox atur bamun
523,3523,Semoga kedepannta ada update untuk notifikasi harga,4,positive,moga kedepannta notifikasi harga
524,3524,Aplikasi halaman informasi/ promo susah banget kebukanya,4,positive,aplikasi halaman informasi promo susah banget buka
525,3525,"Referal: F4395HEL Aplikasi mudah dipahami, simple.",4,positive,referal fhel aplikasi mudah paham simple
526,3526,Tolong bsa jelaskan knpa grafik ga muncul,4,positive,tolong grafik muncul
527,3527,bintang tidak full dikarenakan untuk withdraw makin lama,4,positive,bintang full withdraw
528,3528,"Convertsi saldo kecil kapan min,, katanya akhir September hee",4,positive,convertsi saldo min september he
529,3529,Konversi saldo kecil sekarang tidak berfungsi,4,positive,konversi saldo fungsi
530,3530,"Sementara 4 dulu ,sering maintenance bos",4,positive,maintenance bos
531,3531,ini pembaharuan nya smpe kapan ya saya mau penarikan kok udh 3 jam ga masuk masuk??,4,positive,baharu tari jam
532,3532,Fitur analisa chart kurang lengkap tolong lebih lengkap kayak indodax,4,positive,fitur analisa chart lengkap tolong lengkap kayak indodax
533,3533,Knapa akun baru susah untuk teridentifikasi dan membutuhkan proses. Yg lama,4,positive,akun susah identifikasi butuh proses
534,3534,Perlu tambahkan fungsi2 yg ada di versi pc,4,positive,fungsi versi pc
535,3535,Kenapa cara untuk konversi tko kecil kok di tiadakan tolong adain lagi dong!!!,4,positive,konversi tko tiada tolong adakan
536,3536,"Sudah bagus Krn pilihan koinnya banyak dr pada yg lain, apalagi trading fee-nya rendah bikin saya makin suka",4,positive,bagus pilih koin trading fee rendah bikin suka
537,3537,"Kasi bintang 5, kalo ada fitur mengubah koin kecil-kecil di dompet menjadi 1 aset koin. Seperti di apk binance.",4,positive,kasih bintang fitur ubah koin dompet aset koin binance
538,3538,"Mantap jiwa, akhirnya permintaan penambahan Setoran/Deposit dipenuhi. Sukses terus TokoCrypto. Kedepannya lebih banyakin fitur-fitur & minim BUG",4,positive,mantap jiwa setor deposit penuh sukses tokocrypto fitur fitur minim bug
539,3539,Iya nih slalu nyisain saldo..saldo kecil nya jadi bececeran..ngga bs convert lagi.....,4,positive,iya nih sisa saldo saldo bececeran convert
540,3540,Lg eror kah.. apk dibuka muncul tulisan tipe data salah..,4,positive,eror kah buka muncul tulis tipe data salah
541,3541,Semoga ada fitur tarik semua dana nya soal sayang aja gitu pengen narik semua malah ada sisa,4,positive,moga fitur tarik dana sayang tarik sisa
542,3542,Tingkatkan lagi respond adminya dan kalo bisa tambah fitur trading future seperti binance terimakasih,4,positive,tingkat respond adminya fitur trading future binance terima kasih
543,3543,"Tambahin lagi dong cara depositnya , kesulitan deposit jika hanya itu"" saja, tambahin shopeepay atau bank lain dll",4,positive,deposit sulit deposit shopeepay bank
544,3544,"Nama , nomor ktp , tgl lahir , alamat Semua sdh benar , knp toko kripto msh menolak mengisinyaasalah",4,positive,nama nomor kartu tanda duduk tanggal lahir alamat toko kripto tolak mengisinyaasalah
545,3545,Udah hampir sebulan pakai aplikasi ini dan ga ada masalah dlm jual beli tp skrg ini kenapa saya tidak bisa jual koin SERUM saya ya pak?,4,positive,pakai aplikasi jual beli jual koin serum
546,3546,Saya kasih bintang 4 dulu karna sampe saat ini saya tidak bisa login lewat akun binance,4,positive,kasih bintang login akun binance
547,3547,Kenapa selalu gagal verikasinya ya ?padahal sudah benar datanya,4,positive,gagal verikasinya data
548,3548,"sudah bagus sih, kurangnya cuma gabisa konversi sisa koin seperti di binance, jadi uangnya ngendap gitu aja😕😕 mohon agar sisa² koin bisa di konversi menjadi TKO/BNB seperti di binance dong. biar ga mubadzir uangnya😟😟😓🙏🙏",4,positive,bagus sih konversi sisa koin binance uang ngendap sisa koin konversi tko bnb binance biar mubadzir uang
549,3549,Kok punya saya belom di acc juga yahhh padahal sudah masukan ktp tpi blom di acc udah 1harii,4,positive,acc kartu tanda duduk acc
550,3550,Penarikan tdk bisa 100% sehingga masih tersisa koin yg lumayan,4,positive,tari sisa koin lumayan
551,3551,Tidak bisa daftar kode undangan salah terus,4,positive,daftar kode undang salah
552,3552,"Saya ko belum di acc ya indentifikasi saya,udah nunggu lama padahal ,walaupun pelajar saya ga kalah dari yang lain pengen ikut invest",4,positive,acc indentifikasi tunggu ajar kalah investasi
553,3553,"Menunya tambah ribet jirrr, pencet kembaki keluar lagi",4,positive,menu ribet jirrr pencet mbak
554,3554,"Haiii Tokocripto kamu adalah salah satu excange yg pertama aku install dari sekaian banyak excange,,Semenjak aku memakaimu untuk menabung uangku ke dalam coin kripto aku sangat senang sekali memakaimu karena selalu banyak events di setiap bulannya trimakasih TokoCripto semoga kamu makin maju terus😊😊🥰",4,positive,tokocripto salah excange install sekaian excange semenjak tabung uang coin kripto senang events terima kasih tokocripto moga maju
555,3555,"Bagus,mudah di pelajari.jangan ragu treding di tokocrypto",4,positive,bagus mudah ajar ragu treding tokocrypto
556,3556,"di handphone nokia 5.1 plus tampilannya gak pak,mohin diperbaiki",4,positive,handphone nokia plus tampil mohin
557,3557,Mohon ditambahkan aset... Biar kita tahu kenaikan atau penurunan investasi kita.. Terima kasih,4,positive,aset biar turun investasi terima kasih
558,3558,Untuk aplikasinya sangat Oke. Semoga Upgrade Kedepanya Bisa Ditambah Kan Bank Bca Atau Bank Bri.,4,positive,aplikasi oke moga tingkat depa bank baca bank bank rakyat indonesia
559,3559,Regulasi utk verivikasi untuk level dua tolong d hapus saja! Jangan di bikin ribet udah ada KTP no rekening y udh tgl WD . Buat apa verifikasi kekayaan . Indonesia g suka ribet!!!,4,positive,regulasi verivikasi level tolong hapus bikin ribet kartu tanda duduk no rekening iya tanggal wd verifikasi kaya indonesia suka ribet
560,3560,"Berapa lama Waktu otentikasi , dari semalam belum kelar... Mohon pencerahannya ... Gak bisa Setorr....",4,positive,waktu otentikasi malam selesai cerah setorr
561,3561,Sudah mau 7 hari tapi data masih di proses trs,4,positive,data proses
562,3562,Kenapa konversi saldo kecil dihentikan? Kapan kembalinya? Itu sangat membantu padahal,4,positive,konversi saldo henti bantu
563,3563,"Tolong dong kalo beli TKO gak bisa dapet 100% koinnya jadi nyangkut sisa saldonya , kedepannya bisa jual dan beli pake desimal",4,positive,tolong beli tko koin sisa saldo jual beli pakai desimal
564,3564,"Kenapa fitur ""konvensi saldo terkecil ke tko"" tidak bisa di gunakan?",4,positive,fitur konvensi saldo tko
565,3565,"Hey you guys..... Dalam masa yg akan datang perkembangan teknologi sudah sangat luar biasa, hadirnya tokocrypto akan menjadi daya saing dalam dunia cryptocurency. Apalagi sudah hadir TKO koin merupakan produk lokal dari tokocrypto yang sudah terdaftar di Binance. Dngan tampil user friendly sangat memudahkan para pengguna",4,positive,he guys kembang teknologi hadir tokocrypto daya saing dunia cryptocurency hadir tko koin produk lokal tokocrypto daftar binance tampil friendly mudah
566,3566,Bintang 1 kmrn dihapus Bintang 4 utk 4 hari pendaftaran 1 bintang hold dlu ya utk liat fiturnya Thanks..,4,positive,bintang kemarin hapus bintang daftar bintang hold fiturnya terima kasih
567,3567,Daftarnya susah + pilihan koin super terbatas,4,positive,daftar susah pilih koin super batas
568,3568,"Terimakasih sudah cepat dalam merespon keluhan , terimakasih sudah membantu",4,positive,terima kasih cepat keluh terima kasih bantu
569,3569,"Kenapa masih belum di identifikasi masih pending masih di tinjau, Mohon bantuannya saya lagi membutuhkannya.",4,positive,identifikasi pending tinjau bantu butuh
570,3570,"Maaf mau tanya, toko crypto ini kita harus ngapain ya? Maklum sy blm paham, btw sy ksh ☆ 4 dulu deh..ditunggu respon ...trims..🙏🏻🙏🏻🙏🏻",4,positive,maaf toko crypto maklum paham by the way kasih deh tunggu respon terima kasih
571,3571,"Min bisa bantu saya? Saya suka dengan aplikasi ini, cuman saya tidak bisa/ditolak waktu melakukan tes liveness. Padahal saya sudah melakukan sesuai instruksi. Mohon bantuannya min🙏🙏",4,positive,min bantu suka aplikasi tolak waktu tes liveness sesuai instruksi bantu min
572,3572,Kalo nomer telpon yang didaftarkan mati gimana cara ganti nomer telpon nya saya kirim email ke toko crypto tidak ada tanggapan,4,positive,nomer telepon daftar mati ganti nomer telepon kirim email toko crypto tanggap
573,3573,Kenapa penarikan di jaringan wax tidak bisa?,4,positive,tari jaring wax
574,3574,Aq dh dh daftar akun tp koq blm ada konfirmasi dari email ku ya tolong di konfirmasi kelrna udh 2 hari blm ada,4,positive,daftar akun konfirmasi email ku tolong konfirmasi kelrna
575,3575,"Kycnya susah banget, gagal kyc pertama gk bisa d ulang lagi 😟",4,positive,kycnya susah banget gagal kyc ulang
576,3576,Sudah daftar 4 hari tapi level1 blum terfervikasi. Jdi bgaimna ya?,4,positive,daftar level terfervikasi bgaimna
577,3577,Mau login kode verifikasinya kenapa tidak masuk ya,4,positive,login kode verifikasi
578,3578,Kenapa gak bisa masuk ke aplikasi.? Baru di update malah gak bisa masuk,4,positive,aplikasi
579,3579,Konversi sisa saldo2 kecil kok masih belum bisa ka? Itu sangat merugikan kita tlong segera di tindak..,4,positive,konversi sisa saldo kakak rugi tlong tindak
580,3580,"Katanya proses kyc 1x24 jm, lah ini saya nunggu sudah lebih 30jm blm ada juga konfirmasi ke e-mail saya lolos apa nggaknya",4,positive,proses kyc jam tunggu jam konfirmasi mail lolos nggaknya
581,3581,"Min nanya nih identifikasi otentikasi tokocryto saya kok belum di identifikasi ya , saya sdh hampir 2 Minggu nunggunya trima kasih",4,positive,min nih identifikasi otentikasi tokocryto identifikasi minggu nunggunya terima kasih
582,3582,"Dapet maksimal cuan di sini, orang pada sibuk cari kerja, saya sibuk cari cuan di sini aja lah, dapet tambahan cuan dengan cukup tautin ini - - - 2V Q HJ 53Z - - - otomatis kalian sudah dapet saldo kupon trading senilai 21$ dari sini, yang bisa kalian gunakan untuk trading dan dari hasil keuntungan atau profit yang kalian gunakan saat trading di sini, sudah bisa kalian withdraw atau buat modal lagi untuk trading dan investasi yg sangat maksimal di sini.",4,positive,maksimal cuan sibuk cari sibuk cari cuan cuan tautin hj otomatis saldo kupon trading nila trading hasil untung profit trading withdraw modal trading investasi maksimal
583,3583,"sya kasi bintang 4 dlu ,,karna narik pakek dana ovo neo,,ngak bisa ,,,app kurang lengkap penarik nya",4,positive,kasih bintang tarik pakai dana ovo neo app lengkap tarik
584,3584,Kode. No Verifikasi email nya koq salah terus? Sudah di ulang2 padahal,4,positive,kode no verifikasi email salah ulang
585,3585,sebaiknya google autentic tidak usah dipakai lg.karna hny akan menambah ribet saja.2 ke amanan juga ckp.,4,positive,google autentic pakai ribet aman
586,3586,"Tolong dong dipercepat , masa verifikasi data nyampe 1 minggu",4,positive,tolong cepat verifikasi data minggu
587,3587,Metode Withdrawal BIDR ke Rekening Cuma Ada via Bank aja Gk ada Via E wallet Contoh OVO DANA GOPAY Dan Pembayaran Deposit Rupiahnya Gk ada Pembayaran Via alfamart atau Pun Indomaret Mudah mudahan Tokocrypto kedepannya kerjasama ama Perusahaan ritel agar deposit Rupiahnya jadi simple,4,positive,metode withdrawal bidr rekening via bank via wallet contoh ovo dana gopay bayar deposit rupiah bayar via alfamart indomaret mudah mudah tokocrypto usaha ritel deposit rupiah simple
588,3588,Mau tanya. Tkocrypto Sabtu minggu libur apa gimana sih. Saya kirim bsc dari Chainge ke tkocrypto dari tadi malam koq belum masuk ya. Padahal jaringan udah bener. Yang tau dong🙏,4,positive,tkocrypto sabtu minggu libur sih kirim bsc chainge tkocrypto malam jaring tau
589,3589,"Aplikasinya ngampang, tapi perlu tutorial cara menjalankannya",4,positive,aplikasi ngampang tutorial jalan
590,3590,Aplikasi yg bagus untuk pemula yg ingin investasi,4,positive,aplikasi bagus investasi
591,3591,fitur convert saldo kecil smoga segera dpt digunakan,4,positive,fitur convert saldo moga
592,3592,Kenapa gagal terus saat verifikasi Langkah ke 4 ya?,4,positive,gagal verifikasi langkah
593,3593,tolong di percepat untuk tiap transaksi konversi ke bidr,4,positive,tolong cepat transaksi konversi bidr
594,3594,Saya beri 4 bintang dulu nnt kalau sudah depo dan hasilnya memuaskan akan saya nambah bintangnya..🙏🏾,4,positive,bintang depo hasil muas bintang
595,3595,Susah daftar nya.. udah masukin kode verifikasi salah terus notif nya,4,positive,susah daftar kode verifikasi salah notifikasi
596,3596,sudah keren cuma satu saat jual crypto tu delay nunggu gak langsung jadi padahal jualnya order pasar,4,positive,keren jual crypto delay tunggu jual order pasar
597,3597,Kode verifikasi by email sering salah kode undangan itu kenapa ya?,4,positive,kode verifikasi by email salah kode undang
598,3598,Kapan sih konvensikan saldo yang Ter sisa saya kapan lumayan min 100rb sekarang market lagi gini itu butuh banget 🙏,4,positive,sih konvensi saldo ter sisa lumayan min ribu market butuh banget
599,3599,"Kenapa tidak bisa kenveksi saldo kecil ke TKO , tolong diperbaiki",4,positive,kenveksi saldo tko tolong
600,3600,Kenapa saya tidak bisa cancel orderan yg aktif...,4,positive,cancel order aktif
601,3601,Kalo bsa mh dipermudahkan dalam penarikan...,4,positive,mah mudah tari
602,3602,"Login, verifikasi harus buat dari bank juga yaa",4,positive,login verifikasi bank
603,3603,Saya sdh daftr 3 minggu lalu tapi akun saya belum terindentifikasi auntotik pak.. gimana ini? Padahal saya mau deposit..,4,positive,daftr minggu akun terindentifikasi auntotik deposit
604,3604,"Tambahin e wallet juga buat wd , auto bintang 5",4,positive,wallet wd auto bintang
605,3605,"Semakin baik dalam pelayan,, depo atw wd. Nice to be tokonout....",4,positive,layan depo wd nice to be tokonout
606,3606,"Bagus tokocrypto ini, cuman kurangnya di pilihan untuk withdrawnya aja🙏",4,positive,bagus tokocrypto pilih withdrawnya
607,3607,"1 lagi yang kurang: selalu ada perintah, konversi anda telah dihentikan😨😨😨",4,positive,perintah konversi henti
608,3608,Kenapa ketika deteksi wajah selalu gagal y,4,positive,deteksi wajah gagal iya
609,3609,Perubahan saldo kecilnya .tolong di perbaiki,4,positive,ubah saldo tolong
610,3610,sudah di instal..tetapi ga bisa di buka,4,positive,instal buka
611,3611,Kesempurnaan hanya punya yang kuasa,4,positive,sempurna kuasa
612,3612,"Semoga segera banget banyakin opsi deposite dengan lebih banyak bank(salah satu BRI),biar segera dipake",4,positive,moga banget opsi deposite bank salah bank rakyat indonesia biar pakai
613,3613,"*4 pemula, nambah 5 pa bila sudah lama tidak ada gendala, terima kasih",4,positive,gendala terima kasih
614,3614,"Min.. Tolong kode verifikasi transaksi dirubah jadi biometrik saja,, agar tidak repot nunggu kode Verifikasi vias sms, email, dan GA.",4,positive,min tolong kode verifikasi transaksi ubah biometrik repot tunggu kode verifikasi vias sms email
615,3615,Lebih mudah indodax tp koinya lebih komplit toko cripto,4,positive,mudah indodax koinya komplit toko cripto
616,3616,Tolong segera di perbaiki untuk konversi saldo kecil,4,positive,tolong konversi saldo
617,3617,Mohon untuk pihak aplikasi tokocrypto mengaktifkan konfersi kecil ke tko kembali tolong bnget ini sangat penting bagi investor kecil,4,positive,aplikasi tokocrypto aktif konfersi tko tolong banget investor
618,3618,Bagus sudah di fix masalah terkait.,4,positive,bagus fix kait
619,3619,"Min, ini sldo saya msih di proses terus pada saat penarikan, kenapa ya ? Tolong dong di percepat proses penarikannya.",4,positive,min sldo proses tari tolong cepat proses tari
620,3620,"Sejauh ini masih oke, nanti bisa naik lagi ratingnya 😀",4,positive,oke ratingnya
621,3621,Tolong dong konversi ke koin TKO di perbaiki banyak ini yang nyangkut lumayan total nya ..,4,positive,tolong konversi koin tko lumayan total
